,0,1,2
0,-1.793476302177818,-1.8791022655912966,-1.9201711126713177
1,-1.7495758160831285,-1.8356254303046216,-1.8111136181765142
2,-1.6241007101482163,-1.7422171167045106,-1.806238411296955
